user_id,group_name,industry,template_activity
511996bec2d30c3,test,,5.6439
15e880f76db9349,control,,4.9542
421087453fdacf7,test,,4.5721
74be0ca18dfef60,test,,6.4743
f0e9758ab0d08bf,control,,5.2637
34ccf122fa420d4,test,,5.6148
96352a38aed2a6d,control,,4.7798
62b7ed51f31cac2,test,,5.1951
8684a8f46857c82,control,Дизайн,7.1072
b70e5153f8208d4,test,Управление командой,4.8776
17b179b850c09fa,control,,5.1275
bb01e9934c4bf17,test,Преподавание и обучение,7.2414
aff242dc31928f4,test,,6.2718
d1d47f54cd87b0d,test,,5.8132
ff508360588a441,control,Преподавание и обучение,6.4984
ad2ee580bf87ee0,control,,5.3812
1123e9a5139f478,test,,5.1413
0f94096763199da,test,,5.3333
8bdddeaf4f23164,test,,6.1681
91ab87e65f1b968,control,,5.0699
2f2c46c40ccdc27,test,Преподавание и обучение,6.839
b13a194ab860bf2,control,Преподавание и обучение,5.7901
de070d07d1dcfdb,test,,6.3066
82e938bb026b4fa,test,,7.1585
55625add0685455,test,,4.8462
661a4d2f7a15640,control,,4.1938
a456a56f873d8cb,control,,4.2406
76b0a1aa41a88e5,test,,4.8407
74f8066cae012ce,control,Преподавание и обучение,5.9845
df4e428270cc051,control,,4.8207
e51bf2e02540bc0,control,Преподавание и обучение,5.4431
4fb62ce2457d9d9,test,,5.5398
431b9ea812addd9,control,Преподавание и обучение,6.5946
a10e62e6d306f95,control,,3.0144
6758812edf0a44a,test,,3.838
dc4adf682abbdff,control,,3.9783
7a1187c29760402,test,,4.3896
0a23a74721ae0d4,control,Преподавание и обучение,4.9909
7b072e8921d928c,test,,7.2694
a6b1506d502d8c4,control,Преподавание и обучение,5.3886
cab0e33a81b8e8e,test,,4.8087
fc7e541a89b7dcb,test,,2.7627
143d014399fe9a8,control,,5.4648
d05b4ff383b2e2e,control,,5.4635
8ae413a6714dea4,test,Управление командой,6.717
b913a06756a1a91,control,Преподавание и обучение,6.2957
cdd63c886d6b21a,control,Управление командой,4.4479
d3d8f9f27fb5308,control,,2.785
9348429fb6e22a0,test,,5.1153
b39e8bbbf21fc92,control,,3.6889
e869258318c84df,control,,6.2371
f5ddfdc363bfd41,test,,5.5707
f96562e13692709,control,Преподавание и обучение,7.5392
1a120a236f33c53,test,Разработка и инженерия,3.0071
777f2cd458d0794,control,,6.3193
7cd4aed60200c15,test,Преподавание и обучение,5.3544
a8ebdf1fe912b28,control,Поддержка и сервис,5.8567
dc36e2c70c0ac37,control,Преподавание и обучение,6.4127
adc3ff8c4af2202,control,Преподавание и обучение,1.8691
692b18dbbde9684,control,,4.5343
8bb91e4b4842f81,test,Разработка и инженерия,4.7351
123f6cb102be581,test,,4.682
f7d82f951a19b79,test,,7.1091
e8ca3fef0a7bcec,control,,5.3321
3b6ff32c1543746,control,,7.5366
81c12bd93e9000f,test,,5.5093
fca680662041103,test,Преподавание и обучение,4.598
c91420ef8dc4499,control,,3.4787
a1273d1e1f886e3,control,,5.7233
84c8b0dd98361f2,control,,5.5118
ba3a5f67ab498fa,test,,5.6451
0c647792eda4e4d,test,,4.2221
aec1d31d04bbd00,test,Маркетинг и реклама,4.2187
c63283eda8dfe6b,control,,3.7573
09d907b19deaee4,control,,7.3448
b246a4b8f868bbb,test,,4.3175
6efc9ff437c67c8,control,,5.3715
068154a99c684c7,control,Преподавание и обучение,6.1747
da647abd9dccc2f,control,,5.381
65ae4a9a390323a,control,,4.1727
f2b7280c95fa2fc,test,Преподавание и обучение,6.7124
c1b5b16b9a0ab6e,test,Преподавание и обучение,3.5801
33af701f856d4b9,control,Преподавание и обучение,5.8443
9ab0ce6fcd47cd5,test,,5.1987
63333883c8a974b,test,,4.7679
be3e3d0ab312f0d,test,,3.0579
288547f1597a022,control,Преподавание и обучение,4.5467
9231274b7f428e7,control,,4.8387
49964d3c50b1a25,test,,4.0976
6a8d543705c61d0,control,,7.758
f6fb721fd48e78e,control,Преподавание и обучение,6.5471
add068844bcc19b,test,,4.3703
b23b137e37b8567,test,Другое,5.6608
2566567d182aac0,test,,5.963
13e1c558b872612,test,Преподавание и обучение,5.9422
cc0a8a57dc15757,control,,3.8389
8026794a13bf0b7,test,,5.7013
8a0f20363d2dc49,test,Преподавание и обучение,5.6036
2a4f24f7e13898c,test,,2.2676
0e8b62543fb8485,test,,5.6355
968be216ff5280a,test,Дизайн,4.9104
0a3e7bffaf2571e,test,Преподавание и обучение,5.6131
4cf86965e19f07e,control,Управление командой,4.7869
1a2009bc208ca9b,control,,3.7625
c9cfbb4a9ceff0c,control,Преподавание и обучение,4.069
518f6b6606fe24d,control,,5.3848
20f2f8a2cf3dd73,test,Поддержка и сервис,5.7178
33adbd3531c4282,test,,3.6353
f874f4bfc05abfb,control,,5.9616
35bf3ff1cf40bd7,test,,6.0338
bed47cdfdd51ade,test,,3.1176
2a0ab039a0d5cd4,test,,6.5491
3627c522cebbd8e,test,Аналитика и исследования,4.1047
57e7780e1b2b2b2,control,,5.4972
688213fa7825357,control,,4.7592
8278f4c6e6efa1d,control,,7.0859
a30111e62391f8e,test,,7.03
249708eb84d358d,test,Дизайн,5.3312
d5119283c407ed9,control,Преподавание и обучение,4.6007
8b31f23de881f27,control,Преподавание и обучение,5.3788
7bc784e4741b688,control,,6.6313
ae0749a81a9a698,test,,3.6025
d11dd75400383ba,test,,6.2292
717639bd7511eab,control,,7.6446
6829c672b611716,control,Преподавание и обучение,5.4436
aba437f52bc7ec8,control,Преподавание и обучение,5.5203
906f904d6f7cd16,test,Преподавание и обучение,4.5447
3d7cdaaf05879bc,test,,4.8118
926d2a4223686c2,control,Преподавание и обучение,6.372
d789567e37492d7,control,Преподавание и обучение,6.3849
97caa9093757ce0,control,,5.7443
afc111ff5988b96,control,,6.662
3bea47afea80378,control,,5.9029
4f2cafafbe777be,test,,6.374
a7308f8fff854dc,test,,3.1777
2b970351f106822,test,,6.8319
50a6b3755367393,control,,5.7913
c2cb630aea828a0,control,Управление командой,4.546
5335032c4bdaa7b,control,,5.6436
9ec29a7b946b698,test,,4.4895
af1b510602838b6,test,Преподавание и обучение,3.7769
124ba52714e2358,test,,5.6782
f86b8657faa23ce,test,Другое,5.5473
3ee6a557658caf0,test,Преподавание и обучение,5.8721
61b82457a5232e9,control,,7.1445
38a1dc1e1989b82,test,Бизнес и предпринимательство,4.3761
118154db2a8c888,control,,6.8025
8f71aff2dd10adb,control,,6.0311
8de08ed99973039,control,,5.3603
0bfeba3314d282e,test,,6.678
d05baa46f5f2ac4,test,Преподавание и обучение,5.2755
3a34681458d2ad3,test,,5.1876
55cee4f84c7c0a6,control,,6.2176
7fb12721d32e9db,control,Преподавание и обучение,6.3975
75c923bd42e694c,control,,5.8663
02424045726b696,control,Другое,4.8575
081d327a04c5eeb,test,Разработка и инженерия,5.7921
a79a4fe8f047816,control,,6.2701
a899cebb1b36957,control,Преподавание и обучение,3.931
51874fd7d1e3214,control,,4.4053
d61ee152aba4580,control,Преподавание и обучение,5.926
5b64a31e2bfa5fb,test,,5.1663
dff503584b8ef80,test,,4.4628
a2b4a65b7d9dec3,control,,7.0652
636ee7385780acf,control,Преподавание и обучение,5.4281
b8e28ae234ecbe7,control,Преподавание и обучение,4.7942
3cadd01d9bac85f,test,,3.3159
3fc0676e432b27c,control,,5.9183
ad68e0c1d9ffaf3,test,,5.4589
031dc189100b168,test,,6.5067
1d779726e0f3b24,control,,6.4543
3b512e39bb76e6f,control,,2.5698
2aaedcad000014c,control,Преподавание и обучение,5.1561
a295970f4c8b969,test,,5.4242
f3adfe21ef8dd7c,control,,3.5581
56369a0f5492126,control,,3.6001
e34a43a8f080b15,test,,5.0538
4e3c3df10b97fc2,test,,5.4511
04ec362bbc0513b,control,Преподавание и обучение,7.2164
b1f1d24d22377f6,control,,3.5921
c8a08e5ce9e10ee,control,,4.5576
e0e437c963ac415,control,,6.2133
c0c7ba94911095a,control,,5.412
f1082b835e5274e,control,,3.42
710e33513ca5bba,control,,5.7212
bd24d96950cab2b,control,Аналитика и исследования,6.5133
57856e05ec4bc1b,control,,4.8157
0af1977ef1ebe01,control,,5.5418
d501529c3708d63,test,,2.8077
11a76318dbf442d,test,,5.8445
c9e89d2c2fa8a3b,control,,5.6843
b67d2550121516c,test,,5.5109
53d84500f193af4,control,,4.789
1ff729736d869c8,control,,3.3582
f547ad9ccd453ed,test,,3.7655
590180d3a910560,test,Преподавание и обучение,5.4635
ada1bebd425c7c9,control,,7.5821
28d59190dc1509e,test,,3.2317
b1ad73ab73c0518,test,Редактура и копирайтинг,4.8778
28ccad53ddf3cb9,test,Преподавание и обучение,6.8472
2bb8ac351f8da52,control,Преподавание и обучение,5.1923
18f3810d66a5fd8,test,,3.6715
aec8c2ff2c70648,control,,4.2769
a2794f8fa817c57,control,,4.681
20e269516917723,control,,4.1448
19cea6d6dd8d689,control,Преподавание и обучение,3.9185
83ffd035b259b23,test,Преподавание и обучение,3.5435
e2c0faa1cbde2cd,control,Преподавание и обучение,5.8189
ae99fac7ff7db75,control,Преподавание и обучение,6.8228
72bc38d76f45238,control,,3.3834
44bd9e419f7674a,control,Преподавание и обучение,5.0936
b389e702128edd5,test,,4.2822
4433d3cdd2d4c62,test,Преподавание и обучение,3.9582
35b14520a50275f,test,,3.5924
c02bdb39fd0b61e,test,,5.1787
86f24c3b48291e6,control,,4.1057
aa266722c44b18d,test,,7.8763
32e8cf89465d672,test,,5.9923
aa446f816facdf2,control,,3.2803
d42ad86b7bdf308,test,,5.4283
01e78ec087b910b,control,,4.7977
5fe83a23bebcaa6,test,,3.7665
fae18604e054b9c,test,Преподавание и обучение,5.0072
681deefc3cdbe52,control,,5.9084
0061b69f217cadb,control,,4.6477
29c17364b304f81,control,Бизнес и предпринимательство,5.1441
d32007ab6ff5472,test,,3.3084
00cbb5468c067eb,control,,6.0463
2ed962009d4d16e,test,Преподавание и обучение,5.3719
31b15b355ebc604,test,,5.5386
eed15c12ed76214,control,,5.2193
808684b9947788f,control,,4.1087
2436f5286fe4b4d,control,,5.4692
674679a64dcd4b2,control,,4.6733
3cc5221e265fbd2,test,,5.5818
25904b01ec17d20,test,,4.9066
26f730891eb8b6a,control,Преподавание и обучение,5.0163
75fd0a579c2d66b,test,,4.695
f6a4213c8adbb2a,control,Преподавание и обучение,4.4879
2c4bece074537ba,test,,5.8824
59bd904d69803dc,control,,4.755
9c61636d7809a9b,test,,4.1726
a908b24f2011f4c,test,Дизайн,5.3521
286f040ab59cdce,control,Преподавание и обучение,5.7552
715e4e4d867f30f,test,,6.0623
ab98ad1fdaaa936,test,,7.4393
06648816e87846d,control,,2.9879
5b1ccb0d01696c0,test,,2.9481
5cb3f32f2d0a138,test,Преподавание и обучение,5.0067
24fd03bccc1fece,control,,6.556
ee2f7d566554331,control,,4.5335
9b84272a371b786,control,,6.133
9a7712953043265,control,,6.017
53b0ca582c64d3a,test,,6.2308
b10537a49ad78ec,control,,4.4408
56b614227fcf8e4,control,,3.8058
0263cb5dd9594cc,control,,3.8779
1f04f5e571b2d30,control,,3.9933
79d1ff60f9e89f5,test,,6.1056
ae1707a7127a877,control,,2.7993
e4e96c643b5c305,test,,4.8642
0f8f2a1e2779d5f,test,Преподавание и обучение,5.6043
8fce1e5ba1494dc,control,,3.9746
92c799646f1011b,control,,3.2678
5994c138598ee8b,control,,2.0406
7dcfa7502bffbd0,test,,3.3653
01e421ea7b3d1cb,control,,6.028
f8f504070703bcf,control,,5.746
56652bd57cbe437,control,,5.1108
95ab0064f912892,test,Дизайн,4.081
225ff49a6367c41,control,Преподавание и обучение,5.626
89e7f123827ebfe,control,Преподавание и обучение,4.6458
0a6c39fd6c661cf,test,,5.244
f9926fb354df043,control,,4.0476
7a1183934f09794,test,Преподавание и обучение,6.3584
1cfe85edcb45dcb,control,Преподавание и обучение,3.1273
5d7ec5377ddcc97,control,,5.7157
f93dfe7d239d170,control,,6.1403
eebd37ec002695a,test,,3.2242
2d0cd5468842e86,control,,6.3498
837716424e84b3d,control,,4.4413
b0b29aa80615d09,test,,5.7435
5c613ea0c5ccfec,control,,3.9723
753dfa313c7f66a,control,Преподавание и обучение,4.3101
8fd6816271d6923,control,Преподавание и обучение,5.3838
d4388de9c88fe2d,control,,3.5162
18a15c7e7e3f809,test,,5.6305
4df44f7007dab71,test,,4.4298
e14322a6230cc4d,control,,7.1869
e4ae661022b98d1,test,Преподавание и обучение,6.1143
a42eeb6b795aacf,control,,4.2974
74e7a534ba3e709,test,,7.2715
16671132e4e2dea,test,,4.7664
09c2f1f5195d8b1,test,,3.2232
d3e3fec26c8e72a,control,Преподавание и обучение,4.8888
4e9a2ebb6160591,test,Дизайн,4.0213
252ad263034f861,test,Преподавание и обучение,2.4022
bf4768231feafb2,control,Преподавание и обучение,1.5737
d26f9bc16cfba77,control,Преподавание и обучение,3.0272
f291d0ae38bbcf6,test,,5.0749
b9a0b0eb39cdca3,test,,4.4702
08546df3c5b9731,control,,7.0463
95b90378e32c5ba,test,Аналитика и исследования,6.1379
a829862f9af2ac7,test,,6.2409
7a0935573ceb653,test,Другое,4.2147
7af902ca11cdf1e,test,,5.1039
ce3512e073a9b01,test,,6.5435
7e4b4c2d8a33c77,control,Преподавание и обучение,5.5582
c124611b2dca87d,control,Другое,4.8806
53ae6ac543910e4,test,,7.8075
d99c1c3fcfb7794,test,Преподавание и обучение,4.3947
c0bc96b1e649c3b,control,,5.8206
c34214b1df8207b,control,,5.2291
51693763b39a980,test,Преподавание и обучение,4.6745
949ed6a83fb2e23,control,,5.2179
352c80ed2752bc4,test,Другое,6.9192
f3b5fec374fb120,control,Дизайн,7.2551
fc0d5cfa798de4d,control,Бизнес и предпринимательство,7.0029
839c460faa7f82b,control,,5.8505
f87edd0a992a052,test,,4.6927
195b939ab9e92ce,control,Аналитика и исследования,6.1574
adf3771f5c7696c,test,,5.9768
426af41d3dd5235,control,Преподавание и обучение,2.9153
b793e788a1bf944,control,,5.4264
75235df268d7a71,test,,5.0473
6ce647273cc5e79,control,,5.6115
98f89027ce82f8b,control,Бизнес и предпринимательство,5.7723
f886a356bcc071b,test,Другое,4.1771
13ac3129b807177,control,Преподавание и обучение,4.9109
4c1744d4260ee3b,test,,5.3888
6aa69763bc7360d,test,,2.5141
70f9fe468404892,test,Преподавание и обучение,5.1169
095574cf430e18c,test,,7.8919
258aca55145d3ec,test,,4.6679
9c90fdcbf2b2abe,test,,5.9809
747c1776cebc97a,control,Другое,8.1793
a42bc722e234180,test,,5.1744
fa20a0fb37e12ba,control,,4.7963
0013ac6228d28d2,control,Преподавание и обучение,6.294
d9c239df61bb0a6,control,,5.1609
2da152e3047d3d1,test,Преподавание и обучение,6.0807
438ade34ab541b0,control,,5.1074
a2bfc36622ca6ad,control,Преподавание и обучение,6.5754
1877eaae6d5d422,control,,5.035
a53df527e77d729,control,,3.0484
5d7a3d13b8d741f,test,,2.3286
45cf0727790206e,test,,4.8833
fc63a3f70753f7f,control,,5.5559
b33bf788ac32703,control,,4.5452
986eba62a7da7b5,test,,7.1382
f1230828395f3ba,control,Преподавание и обучение,3.8135
3e58bc445e9b6a7,control,,5.0526
b417351970d3050,control,,6.2275
772e1819843f691,control,Разработка и инженерия,5.2806
191b0d91e0eefef,test,,2.6789
0e62d21286f5fc5,test,Другое,7.2234
cc34a6f52fdef17,test,,6.2949
418434c4cf07344,control,Преподавание и обучение,4.4812
1ece0bc69046de6,control,Маркетинг и реклама,3.6658
39e7ec2e9101706,test,,5.5899
50c5bdabdb3c838,test,Преподавание и обучение,5.9929
be00f5decea96b1,control,,5.3641
285a7ab5b12df8e,test,Другое,5.7365
c90380841a90e98,control,,5.0181
08edecfb2080093,control,,6.616
3537a6c1df8a05a,test,,6.7882
d6aecb6efd27ec4,control,,5.7135
24ac1792e73185e,test,,3.4283
2a57f6a1d68ba28,control,,6.5685
5783e7dee609346,test,,4.9361
3b63f86f621f511,control,,3.9632
68763bf951259a5,test,,4.5999
e47fcfebbdfe9be,test,,5.5494
db4a9e0b7d52743,control,Управление командой,5.6483
d7af22cd4d6c359,control,Преподавание и обучение,3.6394
ca7a57390d2de18,control,,4.8487
c3e4d7b45f524bf,test,,6.8514
94c3a8487ce831f,test,,5.5534
6df4313aaf70ceb,control,,4.7598
5836eab71fc1c77,test,,5.188
39af855fbb6f7d8,test,Преподавание и обучение,6.7241
851e1c85bcb7bec,control,,5.0298
1cf8435031996f8,test,,4.5088
0a2fa8af2e3d9c0,test,Разработка и инженерия,5.8219
4278e4af6092233,test,,5.4359
af2e2bc5e9b53fd,control,,5.3577
861fad5c2093e8a,test,Преподавание и обучение,7.2662
4d8245d191f5554,test,Управление командой,5.1903
3bda013739a3fe2,control,,4.0901
2b0e780abbcb876,control,,4.7543
e02eaa07355b162,test,,5.8476
189960c08769d97,test,,4.4844
bb219253c8f3dd3,test,,5.4201
1a0f7ffce965ae6,control,,6.9356
bd8993f4cb06ec9,test,,7.0599
33ec93e2c8137ed,control,Преподавание и обучение,5.4923
ade6d73f5f18205,test,Преподавание и обучение,5.6579
e9be78e8783202d,test,,6.9963
294003a6c7d1205,test,Преподавание и обучение,5.6217
fa393f85a055b47,test,Преподавание и обучение,6.3359
72bf9cb0ac0341c,test,,6.0165
33c80d3cf955b63,control,Преподавание и обучение,4.8239
e4a587314735ed5,control,Преподавание и обучение,5.4868
a5f4876a6540d6a,test,Преподавание и обучение,8.1888
75c9504502a57a5,control,,5.2333
173fdca566a2e32,control,Преподавание и обучение,4.6747
bc7eb563ee0e5ec,test,Преподавание и обучение,6.6059
35a10e22d8d1a75,control,Преподавание и обучение,7.3937
2a2ef8f30d46920,test,Преподавание и обучение,5.0164
c0fe1fb8bf96942,test,,3.9319
f9ab090e1b185f4,control,,6.5257
176c1ff67d6d5bb,control,,4.6595
593ef9421f4e821,test,Дизайн,4.5293
670a2f083419d66,test,Другое,6.7028
4bfa45c6cbd529d,test,Другое,7.9745
45940ff1c0f6bbc,test,,7.3577
22689dd9e148371,test,,4.0537
0fd8ec920933775,control,,5.2699
f9cca84ce71a497,control,,5.2099
4dfd0f97d9384c4,test,,6.1382
5998b7db839ae5b,test,,3.9876
2a89aa316e72705,test,Преподавание и обучение,3.9995
4b446bbfad448ff,test,,5.2972
29ce5d9efabb7ca,control,,5.3267
f65b1c4ab86f4e5,control,,6.931
96108ee3569c39d,control,,3.9896
aa4e0c3685f5a4f,control,,4.8637
dd55b0cebc95454,test,,4.1391
59b825c47133521,test,,6.2111
c4b1526b4685576,test,,5.3756
c1d2cfa1b443e78,control,,5.132
dc0e3b10f861b93,test,,5.2904
0cbeda574e7c92f,test,Аналитика и исследования,3.7195
6f02b8717126410,control,Преподавание и обучение,5.8986
b3513ccf1e5f65e,control,,3.3675
ce2de7542dae1da,test,,4.2515
4735fc198899c58,control,Преподавание и обучение,6.2231
447ebf9aadf32b5,test,,2.093
06747a5f03475ef,control,,7.128
8555dcda143caef,control,,4.8766
46ab9311038a8c7,control,Маркетинг и реклама,5.3653
166ce6ea33de112,control,,3.9195
54007367aec7230,control,,5.5059
4a44b9fd9d8947d,test,,4.1924
ed2b26cbfb91c03,test,,5.1597
04bbce98a364360,control,Преподавание и обучение,5.891
c8997ff5d0dd805,control,,6.6966
a598ac81a480bf0,control,Другое,6.432
b008df8fe7197ee,control,Преподавание и обучение,6.8404
a324c2bb587af58,control,,5.2397
3c0a3e343011e31,control,,3.6583
b383afe4005dfc4,test,,5.2886
620c1fd19e370ab,test,,5.2718
07ba8c47578b038,test,Другое,5.3972
32b9265393e6736,test,,5.8193
a303180d8117f6d,test,,3.7401
44b1b7612e77d89,test,,4.0113
cfe4e261a05d0bb,control,,5.7132
28bb23b92844305,test,Преподавание и обучение,6.3045
a535de6082fea9e,test,,6.6928
3d0d463fb08cbfb,test,,5.5842
24ddfacc70ad960,test,,4.8091
7eb6ce145391554,test,,5.3346
078e8532447e9b1,test,,5.7163
d457ff70397b962,control,,5.0846
34bc54503b8595f,test,Дизайн,5.1101
8d970d460ba210c,control,,4.7661
126b439514da84e,test,,4.4881
cd5418f5afd1fc4,control,,6.7535
ca4f2afb0811bca,test,,5.1697
8e16fe85121764c,test,,5.5044
a1581c7d3c1014f,test,,5.516
dc7d10d27574407,test,Преподавание и обучение,4.3452
25514251c1cb58e,control,Преподавание и обучение,3.602
c724f9b9c60ad97,test,,5.1565
a17d9fdacb3846b,test,,4.7803
346eae6eead1e33,test,Разработка и инженерия,4.9803
f93be3e86df80b5,control,Бизнес и предпринимательство,4.3157
eed54a69caf25e2,test,,7.3211
236349ba84f5593,test,Управление командой,4.8018
3d10e8a723902d5,control,Преподавание и обучение,5.6613
5f93913cc3bfc13,test,Преподавание и обучение,4.9721
7b84bc7d98d9e6e,control,Преподавание и обучение,2.9314
3108e81587efb1f,test,Преподавание и обучение,7.5707
9c16208cb34eda8,control,,4.331
f0d7d9c03ce9811,control,Редактура и копирайтинг,5.14
ace86ca62a5bd94,test,,4.4225
67aaaa75fd08b83,test,,5.9266
4c61bcc27f54013,test,Дизайн,6.1098
71934c7d0822d13,test,,7.5273
1cd4198dfa2324c,control,Дизайн,5.9619
e9d0353491d9421,test,Другое,6.0341
22caf3716db5fed,test,,5.6984
04baa7c76691f55,test,,4.6495
674efcec7d1ea95,control,Другое,6.8355
569da12732194e4,control,Преподавание и обучение,5.4562
6e5d15537c7088c,control,,8.2841
ac8a6fce9c6dc54,control,Преподавание и обучение,4.8962
87a5cb001bc364d,control,,4.7204
23c8adbce3c159f,test,,4.2786
b92f0189d434a30,test,Преподавание и обучение,4.7426
a31510a38417872,control,Преподавание и обучение,5.9395
35a9649f4fc984d,control,,5.8334
0b86a432a390598,control,,3.4798
8eb1d8da2426f73,test,,4.8544
3ecd8edccc75509,test,Разработка и инженерия,5.4215
4afc36639d4108c,control,,6.3124
8a93ac9b846fa40,test,Другое,6.6109
55e02f9d36eae7c,test,Бизнес и предпринимательство,6.5533
4c06f5eab3c56d6,test,Управление продуктом,5.5674
ca82ec320be5695,control,,3.8023
c467cae1383738f,test,,5.1826
605ae20c79afec9,test,Преподавание и обучение,4.5304
fab482d0e0ad16f,test,,6.0069
dfdb0ef2b88e39d,control,,7.231
83b63605e2e2fdb,test,Другое,5.3002
ab8f69d027bb840,control,,4.6761
8ac598a737a9ab9,test,,5.0148
8b11a8b274c2776,control,,5.9304
9edc53655f1296d,test,,5.1445
f7a917339ac9bf4,control,,4.3885
de97be8753688ba,test,Преподавание и обучение,5.8068
a6ac9b07d16643f,test,Преподавание и обучение,6.6581
0ed178130200b67,test,Преподавание и обучение,3.073
390ed07cbf9e783,control,,5.6065
c2ffd24d3936010,control,,4.752
e271438df302999,control,,3.5316
02ca655e1ab424a,test,,6.9786
8c7df5161888bbf,test,,4.6776
c1145b9ad8624e9,test,,4.6799
2dc67816a060d87,control,Преподавание и обучение,4.4238
c50cafa47b080c9,test,,6.3736
8cc19e8a24809f9,control,,3.7553
5a299a4a88d28bb,control,Другое,3.8589
b023a8c0259eeb9,test,Другое,5.7146
a9be02f56e9e2c8,control,,4.327
ba1e2d090e97ee9,test,,5.8619
a543b5499257b3b,test,Преподавание и обучение,5.4322
de8f8167942e795,test,Управление продуктом,7.3292
9aba101c0260f34,test,,6.5262
420daa0472d9cdd,control,,3.4771
85c26b258f5f1c9,test,Преподавание и обучение,4.4016
0fe06e3bb446f9b,control,,5.7819
ee0b8504a783345,control,Преподавание и обучение,5.2087
934fa28591519e0,test,,3.7927
00cd88aca28485b,control,Преподавание и обучение,5.7504
69ecaec0ff43d8b,control,Преподавание и обучение,6.8626
e76f6a049a9e389,control,,6.4414
64d99b61d7ab5e0,test,Управление продуктом,1.9812
b1ee019af818796,control,,4.1436
d7fb2ee0cec0696,test,,4.4501
3a1056e834e48fa,control,Другое,3.7737
5d98d36a30907da,test,Преподавание и обучение,3.1435
44e035b97abbd86,control,,6.5543
d4b0c2cd5707776,control,Преподавание и обучение,7.2354
9ef4d1df802375d,test,Преподавание и обучение,3.2951
cf3b0d77956a061,test,,6.0898
cdc6190c1f93033,control,,3.3014
6f9615aa12b5834,test,,5.8088
ae3af403e457b89,control,,6.6166
495eb035bc6e740,test,Другое,6.2406
4f3c7c3dea51c79,test,,6.0207
4f9224b7e4673b7,control,,2.3327
0d8ef1e60055c78,test,,6.3913
c2e4dc4d89d31d1,test,,7.3086
4b408358de642c2,test,Управление продуктом,3.3934
171e3872c5ff94b,control,,4.1495
03b31f8856e43d0,control,,6.0375
f0e7e101c8977e5,test,Другое,6.4964
4e1d1573de340fe,test,,7.2779
9efc123abd8fc79,control,,4.4311
4caeb1ca5e4734c,control,,4.4225
be568e7c95c1897,test,,7.9113
3287c75d50afaae,control,,3.2371
6d1c85969ec5b47,control,,4.7384
788f94757448b3a,control,,6.2919
5afaf400e604d62,test,,5.3624
4ce185a550e50a3,test,,6.301
ac4622b489314e7,test,,4.7253
bfac7a13bc9bfe3,test,,3.7608
463d72d24328e43,test,,4.9068
85f6c2874c6f751,test,,4.9663
130315b3e03599a,test,,5.0485
9ae697d04ae25f2,test,Преподавание и обучение,6.3345
f0216ba9c488a96,test,Преподавание и обучение,5.7385
74dd96a3093f652,control,,3.8142
907ac34498a1532,control,Преподавание и обучение,4.173
d70ca83aa7bab4b,control,,3.3367
55b85399fbd2928,test,,6.3204
cfe1c0ab668cf92,test,,5.2873
7f68f0445041c78,test,Преподавание и обучение,5.5049
1f0cc13f7e1b905,control,,6.1254
6dd4cfa1ba6428b,test,,3.8318
c269438d4bb31fa,control,Бизнес и предпринимательство,5.3872
a68521148acffa0,control,,4.5391
431f4f90997e3e2,control,Преподавание и обучение,1.9669
bc41f2e42c5b094,test,,4.9668
dbca81b98b56421,test,,4.8128
05ca0ef48587e1c,test,,4.6018
b2fb467b6b0664b,control,,4.6623
91888ec4c54e4ee,control,,5.7162
1345da87b5af8dc,control,Преподавание и обучение,6.02
d28f748c6042cf7,control,Разработка и инженерия,5.866
15320ef024f6240,control,Преподавание и обучение,6.9012
a31ff7b288c66e6,test,,5.3154
a52cc9c6b1d8d78,control,,3.7328
cdf2e7cd17a4d11,test,,5.4093
a55a89cfc63853f,control,,3.7673
36e2561fc2a7467,control,Преподавание и обучение,3.9939
42bfe51424f7663,control,,6.0738
0e74482cbe11c47,control,,2.7836
1f3922332f8b78e,test,,5.4173
82b6ca199168504,control,,3.9033
c4c884d8678768f,test,,5.6255
c41ebd9ce14278c,control,,6.4953
3e885a802a7f996,test,,7.6139
6c260d82888eb6b,test,,5.2315
5666f7f6317e627,control,Управление продуктом,5.8042
f660cdc8ba83485,control,Преподавание и обучение,4.2791
399c5c7c7755a67,test,Управление командой,5.073
f7272435e90ba88,control,Преподавание и обучение,4.2274
1cfe93c6f8c7b95,test,Преподавание и обучение,7.1878
7e4f96b69483495,test,,5.0049
d14ac8bc2f8440d,test,Преподавание и обучение,4.6637
0cdb9fbe0560121,test,,7.063
f31100779cb11f0,control,,6.5311
0e9822642692379,control,,5.3384
57031b2c5ad4e49,test,Другое,5.3474
4b86354c0fcb9c6,control,Другое,4.4433
45b29e3c8e2b869,test,,4.89
4349f0c3977b5e1,test,,4.6699
cac06845a4dd12d,control,,4.5786
4edf432a8162104,control,,5.2998
e57b4d9cb6c5c49,test,,4.1427
7b4ac719b45a73c,control,Преподавание и обучение,4.4867
17355a7d03e1e71,test,Преподавание и обучение,5.8753
dfb4a4a4f30caf8,control,,5.1407
bae03296cd3a054,control,,6.488
aea954430a7d967,control,,5.1545
85296c84d374dae,control,,7.4649
35b6ac857457e9b,control,Преподавание и обучение,4.0294
ad27e7776298144,test,,3.7962
a41da862e7b20d2,control,,5.4103
706a30c43efbdaf,test,,4.1754
6e6c7e45d6c1f0f,test,Дизайн,5.1078
12221dde5e50889,control,Другое,4.825
